CustomerID,Recency,Frequency,Monetary,Recency_Log,Frequency_Log,Monetary_Log,Customer_Value_Level
12518,1,5,2056.89,0.6931471805599453,1.791759469228055,7.629436465014086,Cao
12519,64,1,330.84,4.174387269895637,0.6931471805599453,5.804652925041163,Thap
12520,79,5,2634.26,4.382026634673881,1.791759469228055,7.876737127834484,Cao
12521,143,1,599.68,4.969813299576001,0.6931471805599453,6.39806234681208,Trung_binh
12522,39,2,192.72,3.6888794541139363,1.0986122886681098,5.266413817535028,Thap
12523,19,11,1789.77,2.995732273553991,2.4849066497880004,7.490400973937009,Cao
12524,9,8,4485.72,2.302585092994046,2.1972245773362196,8.408877201532766,Cao
12526,1,3,1316.66,0.6931471805599453,1.3862943611198906,7.183612715167257,Cao
12527,82,3,348.71000000000004,4.418840607796598,1.3862943611198906,5.857104239599851,Thap
12528,9,6,1933.48,2.302585092994046,1.9459101490553132,7.567593835498341,Cao
12530,60,4,1662.28,4.110873864173311,1.6094379124341003,7.416546835435133,Cao
12531,15,1,125.22,2.772588722239781,0.6931471805599453,4.838026416156094,Thap
12532,30,1,349.83000000000004,3.4339872044851463,0.6931471805599453,5.860301775655642,Thap
12534,131,1,1089.18,4.882801922586371,0.6931471805599453,6.9940980992041535,Trung_binh
12535,92,2,716.35,4.532599493153256,1.0986122886681098,6.575563866544399,Trung_binh
12536,43,3,12601.830000000002,3.784189633918261,1.3862943611198906,9.441676670894656,Cao
12538,29,1,363.95,3.4011973816621555,0.6931471805599453,5.899760357897641,Thap
12539,22,4,5568.35,3.1354942159291497,1.6094379124341003,8.625033629522884,Cao
12540,20,17,13400.24,3.044522437723423,2.8903717578961645,9.503102518971122,Cao
12541,30,3,981.18,3.4339872044851463,1.3862943611198906,6.889774590946187,Trung_binh
12544,36,1,372.7,3.6109179126442243,0.6931471805599453,5.923453336491439,Thap
12545,75,2,1000.39,4.330733340286331,1.0986122886681098,6.9091443138264115,Trung_binh
12546,47,2,1161.5,3.871201010907891,1.0986122886681098,7.058328137461511,Trung_binh
12547,198,2,207.79999999999998,5.293304824724492,1.0986122886681098,5.341376856008484,Thap
12548,166,1,95.19999999999999,5.117993812416755,0.6931471805599453,4.566429357671661,Thap
12550,79,1,964.83,4.382026634673881,0.6931471805599453,6.872987835288763,Trung_binh
12551,358,1,168.0,5.883322388488279,0.6931471805599453,5.1298987149230735,Thap
12552,39,2,437.82,3.6888794541139363,1.0986122886681098,6.084089306213804,Trung_binh
12553,8,10,3692.28,2.1972245773362196,2.3978952727983707,8.214270231095687,Cao
12556,50,2,599.56,3.9318256327243257,1.0986122886681098,6.397862553264747,Trung_binh
12557,16,5,11990.960000000001,2.833213344056216,1.791759469228055,9.391991704219834,Cao
12558,8,1,269.96,2.1972245773362196,0.6931471805599453,5.601971208509516,Thap
12559,311,2,561.71,5.7430031878094825,1.0986122886681098,6.33276439774036,Trung_binh
12560,5,3,2134.01,1.791759469228055,1.3862943611198906,7.666226609492505,Cao
12561,303,1,238.85,5.717027701406222,0.6931471805599453,5.480013727948073,Thap
12562,8,7,3781.7400000000002,2.1972245773362196,2.0794415416798357,8.23820389374878,Cao
12564,261,1,456.9,5.568344503761097,0.6931471805599453,6.12665081966305,Trung_binh
12565,289,1,145.92,5.66988092298052,0.6931471805599453,4.989888220951467,Thap
12566,86,1,351.65,4.465908118654584,0.6931471805599453,5.865476063654188,Thap
12567,23,10,9401.28,3.1780538303479458,2.3978952727983707,9.148707492038316,Cao
12569,2,32,4124.69,1.0986122886681098,3.4965075614664802,8.324988557507531,Cao
12571,40,2,519.61,3.713572066704308,1.0986122886681098,6.255001200981438,Trung_binh
12572,9,2,1020.42,2.302585092994046,1.0986122886681098,6.928949094989139,Trung_binh
12573,227,1,160.54000000000002,5.429345628954441,0.6931471805599453,5.08475279001415,Thap
12574,316,1,218.45,5.75890177387728,0.6931471805599453,5.391124416134243,Thap
12576,36,5,1315.83,3.6109179126442243,1.791759469228055,7.182982612166326,Cao
12577,35,3,626.6,3.58351893845611,1.3862943611198906,6.441903020858877,Trung_binh
12578,21,2,2794.51,3.091042453358316,1.0986122886681098,7.935769837637909,Cao
12579,78,1,440.42,4.3694478524670215,0.6931471805599453,6.0899968031722285,Trung_binh
12580,247,1,415.7,5.5134287461649825,0.6931471805599453,6.032366538428407,Trung_binh
12581,40,1,197.71,3.713572066704308,0.6931471805599453,5.291846475417725,Thap
12582,239,2,511.36,5.480638923341991,1.0986122886681098,6.239027502962935,Trung_binh
12583,3,15,7281.38,1.3862943611198906,2.772588722239781,8.89321301083995,Cao
12584,4,9,2338.15,1.6094379124341003,2.302585092994046,7.757542894498013,Cao
12585,234,2,2040.1,5.459585514144159,1.0986122886681098,7.621244157199997,Cao
12586,17,1,196.94000000000003,2.8903717578961645,0.6931471805599453,5.2879639544685455,Thap
12587,8,1,144.0,2.1972245773362196,0.6931471805599453,4.976733742420574,Thap
12588,39,1,214.89999999999998,3.6888794541139363,0.6931471805599453,5.3748153375207615,Thap
12589,29,2,646.68,3.4011973816621555,1.0986122886681098,6.473396747218991,Trung_binh
12590,211,2,9864.26,5.356586274672012,1.0986122886681098,9.196774773912752,Cao
12591,317,1,452.84999999999997,5.762051382780177,0.6931471805599453,6.117766746972636,Trung_binh
12592,92,2,437.6,4.532599493153256,1.0986122886681098,6.083587835983788,Trung_binh
12593,109,3,418.09999999999997,4.700480365792417,1.3862943611198906,6.038109554931026,Trung_binh
12594,38,10,3338.2200000000003,3.6635616461296463,2.3978952727983707,8.113492525763553,Cao
12596,51,2,618.27,3.9512437185814275,1.0986122886681098,6.428541364981557,Trung_binh
12597,19,4,3811.22,2.995732273553991,1.6094379124341003,8.245966975595675,Cao
12598,10,8,3023.08,2.3978952727983707,2.1972245773362196,8.01436219197595,Cao
12599,29,7,1032.58,3.4011973816621555,2.0794415416798357,6.940783782995926,Trung_binh
12600,29,10,2599.04,3.4011973816621555,2.3978952727983707,7.863282108506616,Cao
12601,190,5,577.0600000000001,5.25227342804663,1.791759469228055,6.359677669513258,Trung_binh
12602,59,1,153.12,4.0943445622221,0.6931471805599453,5.037731519757957,Thap
12603,22,1,739.1999999999999,3.1354942159291497,0.6931471805599453,6.606920419952056,Trung_binh
12604,79,2,254.18,4.382026634673881,1.0986122886681098,5.541969178493598,Thap
12607,60,1,1579.51,4.110873864173311,0.6931471805599453,7.3655028587473295,Cao
12609,78,3,1126.85,4.3694478524670215,1.3862943611198906,7.0280684444921455,Trung_binh
12610,23,5,2099.54,3.1780538303479458,1.791759469228055,7.6499497335130995,Cao
12611,52,1,1193.32,3.970291913552122,0.6931471805599453,7.085332264745334,Cao
12612,74,1,704.0400000000001,4.31748811353631,0.6931471805599453,6.558254538791405,Trung_binh
12613,57,5,3344.38,4.060443010546419,1.791759469228055,8.115335568501695,Cao
12614,278,1,315.6,5.631211781821365,0.6931471805599453,5.757639147446912,Thap
12615,2,4,2291.19,1.0986122886681098,1.6094379124341003,7.73726297143202,Cao
12616,95,2,713.3,4.564348191467836,1.0986122886681098,6.571303042160927,Trung_binh
12617,29,1,352.98,3.4011973816621555,0.6931471805599453,5.869240414362608,Thap
12618,22,1,177.31,3.1354942159291497,0.6931471805599453,5.183523608545955,Thap
12619,16,9,3641.24,2.833213344056216,2.302585092994046,8.200354155974704,Cao
12620,15,3,1339.41,2.772588722239781,1.3862943611198906,7.20073081629489,Cao
12621,2,20,13689.67,1.0986122886681098,3.044522437723423,9.524469857917655,Cao
12622,232,1,180.1,5.4510384535657,0.6931471805599453,5.199049364889368,Thap
12623,276,1,305.1,5.6240175061873385,0.6931471805599453,5.723911845951367,Thap
12624,106,2,641.13,4.672828834461906,1.0986122886681098,6.464790775403018,Trung_binh
12625,212,2,2683.82,5.3612921657094255,1.0986122886681098,7.895368965589599,Cao
12626,23,9,6620.48,3.1780538303479458,2.302585092994046,8.798074188898816,Cao
12627,11,7,4478.53,2.4849066497880004,2.0794415416798357,8.407273409191232,Cao
12628,4,3,786.46,1.6094379124341003,1.3862943611198906,6.668812575758953,Trung_binh
12630,10,2,1270.88,2.3978952727983707,1.0986122886681098,7.1482513998271635,Cao
12631,57,1,640.5,4.060443010546419,0.6931471805599453,6.463809184055691,Trung_binh
12633,59,4,2163.98,4.0943445622221,1.6094379124341003,7.6801664025186325,Cao
12635,90,2,1689.18,4.51085950651685,1.0986122886681098,7.432590311121191,Cao
12637,67,8,6002.9,4.219507705176107,2.1972245773362196,8.70016453705169,Cao
12638,33,1,671.69,3.5263605246161616,0.6931471805599453,6.511284599453549,Trung_binh
12639,239,1,486.1,5.480638923341991,0.6931471805599453,6.188469440812497,Trung_binh
12640,24,3,1174.58,3.2188758248682006,1.3862943611198906,7.06951692181073,Trung_binh
12641,115,1,185.9,4.7535901911063645,0.6931471805599453,5.230573714461517,Thap
12642,25,3,1013.26,3.258096538021482,1.3862943611198906,6.9219145615400475,Trung_binh
12643,128,6,3344.64,4.859812404361672,1.9459101490553132,8.11541328460481,Cao
12644,130,1,477.91,4.875197323201151,0.6931471805599453,6.171512688316606,Trung_binh
12645,34,4,1775.18,3.5553480614894135,1.6094379124341003,7.482220269767765,Cao
12646,5,2,1346.97,1.791759469228055,1.0986122886681098,7.206355036031724,Cao
12647,22,12,3722.82,3.1354942159291497,2.5649493574615367,8.222505302105255,Cao
12648,155,1,318.05,5.049856007249537,0.6931471805599453,5.765347830314356,Thap
12649,107,3,623.51,4.68213122712422,1.3862943611198906,6.4369673422476765,Trung_binh
12650,3,1,314.44,1.3862943611198906,0.6931471805599453,5.753968489569372,Thap
12651,335,1,114.0,5.817111159963204,0.6931471805599453,4.74493212836325,Thap
12652,331,1,919.98,5.805134968916488,0.6931471805599453,6.82543832049292,Trung_binh
12653,149,2,2209.85,5.0106352940962555,1.0986122886681098,7.701132335950876,Cao
12654,11,5,601.98,2.4849066497880004,1.791759469228055,6.401884028681278,Trung_binh
12656,17,5,4051.17,2.8903717578961645,1.791759469228055,8.30700781907883,Cao
12657,11,4,1643.18,2.4849066497880004,1.6094379124341003,7.4049970586737315,Cao
12658,19,1,686.05,2.995732273553991,0.6931471805599453,6.532407069777784,Trung_binh
12659,30,1,91.68,3.4339872044851463,0.6931471805599453,4.529152699564175,Thap
12660,11,1,245.1,2.4849066497880004,0.6931471805599453,5.50573795739701,Thap
12662,1,11,3849.78,0.6931471805599453,2.4849066497880004,8.256031004164345,Cao
12664,8,9,4881.88,2.1972245773362196,2.302585092994046,8.49349048870337,Cao
12665,325,1,63.0,5.786897381366708,0.6931471805599453,4.1588830833596715,Thap
12667,58,1,620.13,4.07753744390572,0.6931471805599453,6.431540399799522,Trung_binh
12668,12,4,3807.15,2.5649493574615367,1.6094379124341003,8.244898785891763,Cao
12669,151,3,2744.0299999999997,5.0238805208462765,1.3862943611198906,7.917547282845659,Cao
12670,10,5,2996.05,2.3978952727983707,1.791759469228055,8.005383750527514,Cao
12672,330,1,225.89999999999998,5.802118375377063,0.6931471805599453,5.424509391785796,Thap
12673,5,2,610.52,1.791759469228055,1.0986122886681098,6.415947661051908,Trung_binh
12674,39,4,1970.6,3.6888794541139363,1.6094379124341003,7.586600674831223,Cao
12676,25,6,1331.39,3.258096538021482,1.9459101490553132,7.194729601037682,Cao
12678,42,12,17628.46,3.7612001156935624,2.5649493574615367,9.777326645314199,Cao
12679,59,4,1113.02,4.0943445622221,1.6094379124341003,7.015730373647435,Trung_binh
12680,1,4,862.81,0.6931471805599453,1.6094379124341003,6.761352837213469,Trung_binh
12681,15,22,13787.54,2.772588722239781,3.1354942159291497,9.531593091360708,Cao
12682,4,31,12279.82,1.6094379124341003,3.4657359027997265,9.415793974716065,Cao
12683,4,15,8476.57,1.6094379124341003,2.772588722239781,9.045179131116987,Cao
12684,8,7,2283.63,2.1972245773362196,2.0794415416798357,7.733959364615189,Cao
12685,28,6,2863.08,3.367295829986474,1.9459101490553132,7.960002460651312,Cao
12686,372,1,89.14,5.921578419643816,0.6931471805599453,4.501364017262502,Thap
12688,114,1,4873.8099999999995,4.74493212836325,0.6931471805599453,8.491836408313453,Cao
12689,26,2,1247.61,3.295836866004329,1.0986122886681098,7.1297862115656185,Cao
12690,206,1,389.01,5.332718793265369,0.6931471805599453,5.966172379820607,Trung_binh
12691,28,6,1035.8,3.367295829986474,1.9459101490553132,6.94389432559801,Trung_binh
12693,127,4,855.91,4.852030263919617,1.6094379124341003,6.753332895580138,Trung_binh
12694,70,2,869.67,4.2626798770413155,1.0986122886681098,6.769263030204804,Trung_binh
12695,7,4,582.1,2.0794415416798357,1.6094379124341003,6.368358698228111,Trung_binh
12697,29,3,957.59,3.4011973816621555,1.3862943611198906,6.865463454791294,Trung_binh
12700,8,4,4939.99,2.1972245773362196,1.6094379124341003,8.505320994961897,Cao
12701,80,2,797.71,4.394449154672439,1.0986122886681098,6.682997926190526,Trung_binh
12702,20,1,219.0,3.044522437723423,0.6931471805599453,5.393627546352362,Thap
12703,71,1,283.55,4.276666119016055,0.6931471805599453,5.650908985049133,Thap
12704,7,8,2340.84,2.0794415416798357,2.1972245773362196,7.758692224146705,Cao
12705,15,9,6868.29,2.772588722239781,2.302585092994046,8.834816031986259,Cao
12707,292,1,603.42,5.680172609017068,0.6931471805599453,6.404269320519532,Trung_binh
12708,30,10,2712.91,3.4339872044851463,2.3978952727983707,7.906145678459555,Cao
12709,15,15,9706.52,2.772588722239781,2.772588722239781,9.180656121866383,Cao
12710,97,3,1149.02,4.584967478670572,1.3862943611198906,7.047534612510416,Trung_binh
12712,29,13,4396.13,3.4011973816621555,2.6390573296152584,8.388707334356674,Cao
12713,1,1,848.55,0.6931471805599453,0.6931471805599453,6.744706797531768,Trung_binh
12714,9,5,4708.86,2.302585092994046,1.791759469228055,8.45741346257719,Cao
12715,106,1,343.36,4.672828834461906,0.6931471805599453,5.841687621789754,Thap
12716,4,2,1053.49,1.6094379124341003,1.0986122886681098,6.960812516706486,Trung_binh
12717,151,2,1030.98,5.0238805208462765,1.0986122886681098,6.939234566008755,Trung_binh
12718,71,1,238.25,4.276666119016055,0.6931471805599453,5.477509030333064,Thap
12719,5,2,644.95,1.791759469228055,1.0986122886681098,6.47072210140631,Trung_binh
12720,3,25,5781.73,1.3862943611198906,3.258096538021482,8.662631168498326,Cao
12721,32,6,2656.13,3.4965075614664802,1.9459101490553132,7.885001871924596,Cao
12722,85,4,997.63,4.454347296253507,1.6094379124341003,6.906384339674138,Trung_binh
12723,4,5,725.07,1.6094379124341003,1.791759469228055,6.587646428909591,Trung_binh
12724,5,4,1031.41,1.791759469228055,1.6094379124341003,6.9396511539657,Trung_binh
12725,371,1,427.8,5.918893854273146,0.6931471805599453,6.060990609756592,Trung_binh
12726,28,7,2609.1,3.367295829986474,2.0794415416798357,7.867143813759015,Cao
12727,11,7,3980.7,2.4849066497880004,2.0794415416798357,8.2894641427604,Cao
12728,71,4,836.33,4.276666119016055,1.6094379124341003,6.7302182580203365,Trung_binh
12729,114,1,453.01,4.74493212836325,0.6931471805599453,6.118119224230488,Trung_binh
12731,24,12,18895.91,3.2188758248682006,2.5649493574615367,9.846753695617958,Cao
12732,180,1,236.26000000000002,5.198497031265826,0.6931471805599453,5.469156586232957,Thap
12733,234,1,383.95,5.459585514144159,0.6931471805599453,5.953113455724059,Thap
12734,353,1,110.39999999999999,5.869296913133774,0.6931471805599453,4.713127327493184,Thap
12735,315,2,779.5699999999999,5.755742213586912,1.0986122886681098,6.660024422032584,Trung_binh
12736,333,1,234.0,5.811140992976701,0.6931471805599453,5.459585514144159,Thap
12738,372,1,155.35,5.921578419643816,0.6931471805599453,5.05209708390385,Thap
12739,78,2,1013.04,4.3694478524670215,1.0986122886681098,6.921697631104842,Trung_binh
12740,64,1,427.6,4.174387269895637,0.6931471805599453,6.060524083039477,Trung_binh
12743,134,2,540.13,4.90527477843843,1.0986122886681098,6.293659545728696,Trung_binh
12744,52,7,21279.29,3.970291913552122,2.0794415416798357,9.965536571182271,Cao
12747,2,11,4196.01,1.0986122886681098,2.4849066497880004,8.342127645985029,Cao
12748,1,209,33053.19,0.6931471805599453,5.3471075307174685,10.405903614853912,Cao
