CustomerID,Recency,Frequency,Monetary,Recency_Log,Frequency_Log,Monetary_Log,Customer_Value_Level,Cluster
12379,82,2,852.24,4.418840607796598,1.0986122886681098,6.749040867823617,Trung_binh,2
12380,22,4,2724.81,3.1354942159291497,1.6094379124341005,7.910520910634419,Cao,2
12381,5,5,1845.31,1.791759469228055,1.791759469228055,7.520944331624911,Cao,0
12383,185,5,1850.56,5.225746673713202,1.791759469228055,7.523783805985769,Cao,2
12384,29,2,585.27,3.4011973816621555,1.0986122886681098,6.373780434317173,Trung_binh,2
12386,338,2,401.9,5.82600010738045,1.0986122886681098,5.998688392197302,Trung_binh,1
12388,16,6,2780.66,2.833213344056216,1.9459101490553128,7.930803150780256,Cao,0
12390,80,1,549.84,4.394449154672439,0.6931471805599453,6.311444385858925,Trung_binh,1
12391,22,1,439.66,3.1354942159291497,0.6931471805599453,6.0882736030360425,Trung_binh,2
12393,72,4,1582.6,4.290459441148391,1.6094379124341005,7.367456015231975,Cao,2
12394,64,2,1272.48,4.174387269895637,1.0986122886681098,7.149508589545504,Cao,2
12395,19,12,3018.63,2.995732273553991,2.5649493574615367,8.012889586306857,Cao,0
12397,36,2,2409.9,3.610917912644224,1.0986122886681098,7.7877554007552545,Cao,2
12398,46,1,1635.66,3.8501476017100575,0.6931471805599453,7.400412858792404,Cao,2
12399,119,4,1108.65,4.787491742782046,1.6094379124341005,7.011799929268738,Trung_binh,2
12401,303,1,84.3,5.717027701406222,0.6931471805599453,4.446174454497633,Thap,1
12402,323,1,225.6,5.780743515792329,0.6931471805599453,5.423186348593906,Thap,1
12403,50,1,427.7,3.9318256327243257,0.6931471805599453,6.060757373603932,Trung_binh,1
12405,149,1,1710.39,5.010635294096256,0.6931471805599453,7.445061184797548,Cao,1
12406,22,2,3415.3,3.1354942159291497,1.0986122886681098,8.136313373066384,Cao,2
12407,50,5,1708.12,3.9318256327243257,1.791759469228055,7.443733897151405,Cao,2
12408,33,5,2888.55,3.5263605246161616,1.791759469228055,7.968856059639959,Cao,2
12409,79,3,11072.67,4.382026634673881,1.3862943611198906,9.312325497408466,Cao,2
12410,309,2,693.3299999999999,5.736572297479192,1.0986122886681098,6.542947351813216,Trung_binh,1
12412,75,3,1226.88,4.330733340286331,1.3862943611198906,7.113044384062484,Cao,2
12413,67,3,758.1,4.219507705176107,1.3862943611198906,6.632133521022722,Trung_binh,2
12414,217,3,562.41,5.384495062789089,1.3862943611198906,6.334007604663525,Trung_binh,1
12415,24,21,124914.53,3.218875824868201,3.091042453358316,11.735393027855736,Cao,0
12417,3,9,3649.1,1.3862943611198906,2.302585092994046,8.202509843461513,Cao,0
12418,113,1,668.58,4.736198448394496,0.6931471805599453,6.506650650150935,Trung_binh,1
12420,64,1,600.39,4.174387269895637,0.6931471805599453,6.3992436425478765,Trung_binh,1
12421,16,4,807.04,2.833213344056216,1.6094379124341005,6.694611562246261,Trung_binh,2
12422,96,3,803.5600000000001,4.574710978503383,1.3862943611198906,6.690295544136225,Trung_binh,2
12423,1,8,1859.31,0.6931471805599453,2.19722457733622,7.528498419486568,Cao,0
12424,163,2,1760.96,5.099866427824199,1.0986122886681098,7.474182104762846,Cao,2
12425,78,1,777.2,4.3694478524670215,0.6931471805599453,6.6569835605504535,Trung_binh,1
12426,195,1,582.73,5.278114659230517,0.6931471805599453,6.369438547154207,Trung_binh,1
12427,22,3,825.8,3.1354942159291497,1.3862943611198906,6.717562827807613,Trung_binh,2
12428,26,9,7956.46,3.295836866004329,2.302585092994046,8.981865132439246,Cao,0
12429,9,4,3750.4,2.302585092994046,1.6094379124341005,8.22988438262624,Cao,0
12430,43,1,256.4,3.784189633918261,0.6931471805599453,5.5506312951620265,Thap,1
12431,36,15,6419.95,3.610917912644224,2.772588722239781,8.767321360814657,Cao,0
12432,43,5,5059.32,3.784189633918261,1.791759469228055,8.529185001388596,Cao,2
12433,1,7,13375.87,0.6931471805599453,2.079441541679836,9.50128237507538,Cao,0
12434,85,2,806.14,4.454347296253507,1.0986122886681098,6.6934971352559,Trung_binh,2
12435,80,2,7829.89,4.394449154672439,1.0986122886681098,8.965831447914955,Cao,2
12436,100,1,509.01,4.61512051684126,0.6931471805599453,6.234430333369278,Trung_binh,1
12437,2,18,4951.41,1.0986122886681098,2.9444389791664403,8.507629605767502,Cao,0
12438,14,2,2906.85,2.70805020110221,1.0986122886681098,7.975169255479829,Cao,2
12441,367,1,173.55,5.908082938168931,0.6931471805599453,5.162211233551045,Thap,1
12442,3,1,172.06,1.3862943611198906,0.6931471805599453,5.153638355178593,Thap,2
12444,21,5,5005.46,3.091042453358316,1.791759469228055,8.518484357502437,Cao,0
12445,22,1,133.4,3.1354942159291497,0.6931471805599453,4.900820428089049,Thap,1
12446,58,1,1002.31,4.07753744390572,0.6931471805599453,6.9110598129904375,Trung_binh,2
12447,243,1,476.49,5.497168225293202,0.6931471805599453,6.168543217293113,Trung_binh,1
12448,44,1,449.45,3.80666248977032,0.6931471805599453,6.110247083097449,Trung_binh,1
12449,22,4,4067.29,3.1354942159291497,1.6094379124341005,8.310978042729836,Cao,2
12450,156,2,197.88,5.056245805348308,1.0986122886681098,5.292701627762401,Thap,1
12451,11,5,9035.52,2.4849066497880004,1.791759469228055,9.109029423519525,Cao,0
12452,17,2,430.57,2.8903717578961645,1.0986122886681098,6.067429722163682,Trung_binh,2
12453,134,1,707.09,4.90527477843843,0.6931471805599453,6.562571204258897,Trung_binh,1
12454,56,1,3528.34,4.04305126783455,0.6931471805599453,8.168866163607964,Cao,2
12455,73,6,2466.86,4.30406509320417,1.9459101490553128,7.81110665732229,Cao,2
12456,44,3,3181.04,3.80666248977032,1.3862943611198906,8.065277779528966,Cao,2
12457,66,7,2363.23,4.204692619390966,2.079441541679836,7.768207666517555,Cao,2
12458,71,2,947.4,4.276666119016055,1.0986122886681098,6.854776354191251,Trung_binh,2
12461,94,2,826.88,4.553876891600541,1.0986122886681098,6.718868216346018,Trung_binh,1
12462,19,2,1189.59,2.995732273553991,1.0986122886681098,7.082204261557526,Trung_binh,2
12463,53,4,1344.78,3.9889840465642745,1.6094379124341005,7.204729049594601,Cao,2
12464,10,8,1212.05,2.3978952727983707,2.19722457733622,7.100893128209941,Cao,0
12465,17,2,742.1899999999999,2.8903717578961645,1.0986122886681098,6.610951732080795,Trung_binh,2
12468,188,2,729.5400000000001,5.241747015059643,1.0986122886681098,6.593783986707386,Trung_binh,1
12471,2,30,19788.65,1.0986122886681098,3.4339872044851463,9.89291435274037,Cao,0
12472,32,7,6572.11,3.49650756146648,2.079441541679836,8.790742363252102,Cao,0
12473,29,5,3928.05,3.4011973816621555,1.791759469228055,8.276152945361936,Cao,2
12474,17,18,7324.09,2.8903717578961645,2.9444389791664403,8.899060720499207,Cao,0
12475,54,1,723.38,4.007333185232471,0.6931471805599453,6.585316116572351,Trung_binh,1
12476,16,11,6816.42,2.833213344056216,2.4849066497880004,8.82723638014411,Cao,0
12477,23,6,13219.74,3.1780538303479458,1.9459101490553128,9.489542087633344,Cao,0
12478,4,1,680.99,1.6094379124341005,0.6931471805599453,6.525014994979364,Trung_binh,2
12479,11,1,527.2,2.4849066497880004,0.6931471805599453,6.269474999863032,Trung_binh,2
12480,28,4,3281.63,3.367295829986474,1.6094379124341005,8.096400209353131,Cao,2
12481,23,10,5579.82,3.1780538303479458,2.3978952727983707,8.62709099798378,Cao,0
12483,17,8,2484.98,2.8903717578961645,2.19722457733622,7.818422226986002,Cao,0
12484,33,6,4527.32,3.5263605246161616,1.9459101490553128,8.418106288764006,Cao,0
12488,10,3,1298.66,2.3978952727983707,1.3862943611198906,7.169857970780942,Cao,2
12489,336,1,334.93,5.820082930352362,0.6931471805599453,5.816902804925467,Thap,1
12490,5,10,5417.93,1.791759469228055,2.3978952727983707,8.597653657970227,Cao,0
12491,39,1,460.4,3.688879454113936,0.6931471805599453,6.134265345739653,Trung_binh,1
12492,63,2,263.21000000000004,4.158883083359672,1.0986122886681098,5.5767442414854775,Thap,1
12493,166,2,433.74,5.117993812416755,1.0986122886681098,6.07474815124472,Trung_binh,1
12494,16,7,1246.1,2.833213344056216,2.079441541679836,7.128576134926702,Cao,2
12497,82,1,1043.1,4.418840607796598,0.6931471805599453,6.950910549296065,Trung_binh,1
12498,21,3,403.7000000000001,3.091042453358316,1.3862943611198906,6.00314605188182,Trung_binh,2
12500,23,11,4257.82,3.1780538303479458,2.4849066497880004,8.356747405587967,Cao,0
12501,337,1,2169.39,5.823045895483019,0.6931471805599453,7.682662153888476,Cao,1
12502,96,5,3723.87,4.574710978503383,1.791759469228055,8.222787230875806,Cao,2
12504,18,2,482.05,2.9444389791664403,1.0986122886681098,6.180120167963518,Trung_binh,2
12506,233,1,73.5,5.455321115357702,0.6931471805599453,4.310799125385514,Thap,1
12507,134,3,1304.81,4.90527477843843,1.3862943611198906,7.174578816863813,Cao,2
12508,26,2,397.88,3.295836866004329,1.0986122886681098,5.988660619775247,Trung_binh,2
12509,284,1,176.5,5.652489180268651,0.6931471805599453,5.178970608915471,Thap,1
12510,143,2,982.57,4.969813299576001,1.0986122886681098,6.8911888096735625,Trung_binh,1
12512,66,2,132.18,4.204692619390966,1.0986122886681098,4.891701596682476,Thap,1
12513,113,1,612.29,4.736198448394496,0.6931471805599453,6.418837907265026,Trung_binh,1
12514,267,1,1017.68,5.5909869805108565,0.6931471805599453,6.926262950537876,Trung_binh,1
12515,353,1,383.7,5.869296913133774,0.6931471805599453,5.95246380975825,Thap,1
12516,78,2,1312.06,4.3694478524670215,1.0986122886681098,7.180115570136106,Cao,2
12517,28,5,2481.6,3.367295829986474,1.791759469228055,7.817061677081847,Cao,2
12518,1,5,2056.89,0.6931471805599453,1.791759469228055,7.629436465014086,Cao,0
12519,64,1,330.84,4.174387269895637,0.6931471805599453,5.804652925041163,Thap,1
12520,79,5,2634.26,4.382026634673881,1.791759469228055,7.876737127834484,Cao,2
12521,143,1,599.68,4.969813299576001,0.6931471805599453,6.39806234681208,Trung_binh,1
12522,39,2,192.72,3.688879454113936,1.0986122886681098,5.266413817535028,Thap,1
12523,19,11,1789.77,2.995732273553991,2.4849066497880004,7.490400973937009,Cao,0
12524,9,8,4485.72,2.302585092994046,2.19722457733622,8.408877201532766,Cao,0
12526,1,3,1316.66,0.6931471805599453,1.3862943611198906,7.183612715167257,Cao,2
12527,82,3,348.71000000000004,4.418840607796598,1.3862943611198906,5.857104239599851,Thap,1
12528,9,6,1933.48,2.302585092994046,1.9459101490553128,7.567593835498341,Cao,0
12530,60,4,1662.28,4.110873864173311,1.6094379124341005,7.416546835435133,Cao,2
12531,15,1,125.22,2.772588722239781,0.6931471805599453,4.838026416156094,Thap,1
12532,30,1,349.83000000000004,3.4339872044851463,0.6931471805599453,5.860301775655642,Thap,1
12534,131,1,1089.18,4.882801922586371,0.6931471805599453,6.9940980992041535,Trung_binh,1
12535,92,2,716.35,4.532599493153256,1.0986122886681098,6.575563866544399,Trung_binh,1
12536,43,3,12601.830000000002,3.784189633918261,1.3862943611198906,9.441676670894656,Cao,2
12538,29,1,363.95,3.4011973816621555,0.6931471805599453,5.899760357897641,Thap,1
12539,22,4,5568.35,3.1354942159291497,1.6094379124341005,8.625033629522884,Cao,0
12540,20,17,13400.24,3.044522437723423,2.8903717578961645,9.503102518971122,Cao,0
12541,30,3,981.18,3.4339872044851463,1.3862943611198906,6.889774590946187,Trung_binh,2
12544,36,1,372.7,3.610917912644224,0.6931471805599453,5.923453336491439,Thap,1
12545,75,2,1000.39,4.330733340286331,1.0986122886681098,6.909144313826412,Trung_binh,2
12546,47,2,1161.5,3.871201010907891,1.0986122886681098,7.058328137461511,Trung_binh,2
12547,198,2,207.8,5.293304824724492,1.0986122886681098,5.341376856008484,Thap,1
12548,166,1,95.2,5.117993812416755,0.6931471805599453,4.566429357671661,Thap,1
12550,79,1,964.83,4.382026634673881,0.6931471805599453,6.872987835288763,Trung_binh,1
12551,358,1,168.0,5.883322388488279,0.6931471805599453,5.1298987149230735,Thap,1
12552,39,2,437.82,3.688879454113936,1.0986122886681098,6.084089306213804,Trung_binh,2
12553,8,10,3692.28,2.19722457733622,2.3978952727983707,8.214270231095687,Cao,0
12556,50,2,599.56,3.9318256327243257,1.0986122886681098,6.397862553264747,Trung_binh,2
12557,16,5,11990.96,2.833213344056216,1.791759469228055,9.391991704219834,Cao,0
12558,8,1,269.96,2.19722457733622,0.6931471805599453,5.601971208509516,Thap,2
12559,311,2,561.71,5.7430031878094825,1.0986122886681098,6.33276439774036,Trung_binh,1
12560,5,3,2134.01,1.791759469228055,1.3862943611198906,7.666226609492505,Cao,2
12561,303,1,238.85,5.717027701406222,0.6931471805599453,5.480013727948073,Thap,1
12562,8,7,3781.74,2.19722457733622,2.079441541679836,8.23820389374878,Cao,0
12564,261,1,456.9,5.568344503761097,0.6931471805599453,6.12665081966305,Trung_binh,1
12565,289,1,145.92,5.66988092298052,0.6931471805599453,4.989888220951467,Thap,1
12566,86,1,351.65,4.465908118654584,0.6931471805599453,5.865476063654188,Thap,1
12567,23,10,9401.28,3.1780538303479458,2.3978952727983707,9.148707492038316,Cao,0
12569,2,32,4124.69,1.0986122886681098,3.49650756146648,8.324988557507531,Cao,0
12571,40,2,519.61,3.713572066704308,1.0986122886681098,6.255001200981438,Trung_binh,2
12572,9,2,1020.42,2.302585092994046,1.0986122886681098,6.928949094989139,Trung_binh,2
12573,227,1,160.54000000000002,5.429345628954441,0.6931471805599453,5.08475279001415,Thap,1
12574,316,1,218.45,5.75890177387728,0.6931471805599453,5.391124416134243,Thap,1
12576,36,5,1315.83,3.610917912644224,1.791759469228055,7.182982612166326,Cao,2
12577,35,3,626.6,3.58351893845611,1.3862943611198906,6.441903020858877,Trung_binh,2
12578,21,2,2794.51,3.091042453358316,1.0986122886681098,7.935769837637909,Cao,2
12579,78,1,440.42,4.3694478524670215,0.6931471805599453,6.0899968031722285,Trung_binh,1
12580,247,1,415.7,5.513428746164983,0.6931471805599453,6.032366538428407,Trung_binh,1
12581,40,1,197.71,3.713572066704308,0.6931471805599453,5.291846475417725,Thap,1
12582,239,2,511.36,5.480638923341991,1.0986122886681098,6.239027502962935,Trung_binh,1
12583,3,15,7281.38,1.3862943611198906,2.772588722239781,8.89321301083995,Cao,0
12584,4,9,2338.15,1.6094379124341005,2.302585092994046,7.757542894498013,Cao,0
12585,234,2,2040.1,5.459585514144159,1.0986122886681098,7.621244157199997,Cao,1
12586,17,1,196.94000000000003,2.8903717578961645,0.6931471805599453,5.2879639544685455,Thap,1
12587,8,1,144.0,2.19722457733622,0.6931471805599453,4.976733742420574,Thap,2
12588,39,1,214.9,3.688879454113936,0.6931471805599453,5.3748153375207615,Thap,1
12589,29,2,646.68,3.4011973816621555,1.0986122886681098,6.473396747218991,Trung_binh,2
12590,211,2,9864.26,5.356586274672012,1.0986122886681098,9.196774773912752,Cao,2
12591,317,1,452.85,5.762051382780177,0.6931471805599453,6.117766746972636,Trung_binh,1
12592,92,2,437.6,4.532599493153256,1.0986122886681098,6.083587835983788,Trung_binh,1
12593,109,3,418.1,4.700480365792417,1.3862943611198906,6.038109554931026,Trung_binh,1
12594,38,10,3338.2200000000003,3.6635616461296463,2.3978952727983707,8.113492525763553,Cao,0
12596,51,2,618.27,3.951243718581428,1.0986122886681098,6.428541364981557,Trung_binh,2
12597,19,4,3811.22,2.995732273553991,1.6094379124341005,8.245966975595675,Cao,2
12598,10,8,3023.08,2.3978952727983707,2.19722457733622,8.01436219197595,Cao,0
12599,29,7,1032.58,3.4011973816621555,2.079441541679836,6.940783782995926,Trung_binh,2
12600,29,10,2599.04,3.4011973816621555,2.3978952727983707,7.863282108506616,Cao,0
12601,190,5,577.0600000000001,5.25227342804663,1.791759469228055,6.359677669513258,Trung_binh,2
12602,59,1,153.12,4.0943445622221,0.6931471805599453,5.037731519757957,Thap,1
12603,22,1,739.1999999999999,3.1354942159291497,0.6931471805599453,6.606920419952056,Trung_binh,2
12604,79,2,254.18,4.382026634673881,1.0986122886681098,5.541969178493598,Thap,1
12607,60,1,1579.51,4.110873864173311,0.6931471805599453,7.3655028587473295,Cao,2
12609,78,3,1126.85,4.3694478524670215,1.3862943611198906,7.0280684444921455,Trung_binh,2
12610,23,5,2099.54,3.1780538303479458,1.791759469228055,7.6499497335130995,Cao,2
12611,52,1,1193.32,3.970291913552122,0.6931471805599453,7.085332264745334,Cao,2
12612,74,1,704.0400000000001,4.31748811353631,0.6931471805599453,6.558254538791405,Trung_binh,1
12613,57,5,3344.38,4.060443010546419,1.791759469228055,8.115335568501695,Cao,2
12614,278,1,315.6,5.631211781821365,0.6931471805599453,5.757639147446912,Thap,1
12615,2,4,2291.19,1.0986122886681098,1.6094379124341005,7.73726297143202,Cao,0
12616,95,2,713.3,4.564348191467836,1.0986122886681098,6.571303042160927,Trung_binh,1
12617,29,1,352.98,3.4011973816621555,0.6931471805599453,5.869240414362608,Thap,1
12618,22,1,177.31,3.1354942159291497,0.6931471805599453,5.183523608545955,Thap,1
12619,16,9,3641.24,2.833213344056216,2.302585092994046,8.200354155974704,Cao,0
12620,15,3,1339.41,2.772588722239781,1.3862943611198906,7.20073081629489,Cao,2
12621,2,20,13689.67,1.0986122886681098,3.044522437723423,9.524469857917657,Cao,0
12622,232,1,180.1,5.4510384535657,0.6931471805599453,5.199049364889368,Thap,1
12623,276,1,305.1,5.6240175061873385,0.6931471805599453,5.723911845951367,Thap,1
12624,106,2,641.13,4.672828834461906,1.0986122886681098,6.464790775403018,Trung_binh,1
12625,212,2,2683.82,5.3612921657094255,1.0986122886681098,7.895368965589599,Cao,2
12626,23,9,6620.48,3.1780538303479458,2.302585092994046,8.798074188898816,Cao,0
12627,11,7,4478.53,2.4849066497880004,2.079441541679836,8.407273409191232,Cao,0
12628,4,3,786.46,1.6094379124341005,1.3862943611198906,6.668812575758953,Trung_binh,2
12630,10,2,1270.88,2.3978952727983707,1.0986122886681098,7.148251399827164,Cao,2
12631,57,1,640.5,4.060443010546419,0.6931471805599453,6.463809184055691,Trung_binh,1
12633,59,4,2163.98,4.0943445622221,1.6094379124341005,7.680166402518632,Cao,2
12635,90,2,1689.18,4.51085950651685,1.0986122886681098,7.432590311121191,Cao,2
12637,67,8,6002.9,4.219507705176107,2.19722457733622,8.70016453705169,Cao,0
12638,33,1,671.69,3.5263605246161616,0.6931471805599453,6.511284599453549,Trung_binh,2
12639,239,1,486.1,5.480638923341991,0.6931471805599453,6.188469440812497,Trung_binh,1
12640,24,3,1174.58,3.218875824868201,1.3862943611198906,7.06951692181073,Trung_binh,2
12641,115,1,185.9,4.7535901911063645,0.6931471805599453,5.230573714461517,Thap,1
12642,25,3,1013.26,3.258096538021482,1.3862943611198906,6.921914561540048,Trung_binh,2
12643,128,6,3344.64,4.859812404361672,1.9459101490553128,8.11541328460481,Cao,2
12644,130,1,477.91,4.875197323201151,0.6931471805599453,6.171512688316606,Trung_binh,1
12645,34,4,1775.18,3.555348061489413,1.6094379124341005,7.482220269767765,Cao,2
12646,5,2,1346.97,1.791759469228055,1.0986122886681098,7.206355036031724,Cao,2
12647,22,12,3722.82,3.1354942159291497,2.5649493574615367,8.222505302105255,Cao,0
12648,155,1,318.05,5.049856007249537,0.6931471805599453,5.765347830314356,Thap,1
12649,107,3,623.51,4.68213122712422,1.3862943611198906,6.4369673422476765,Trung_binh,2
12650,3,1,314.44,1.3862943611198906,0.6931471805599453,5.753968489569372,Thap,2
12651,335,1,114.0,5.817111159963204,0.6931471805599453,4.74493212836325,Thap,1
12652,331,1,919.98,5.805134968916488,0.6931471805599453,6.82543832049292,Trung_binh,1
12653,149,2,2209.85,5.010635294096256,1.0986122886681098,7.701132335950876,Cao,2
12654,11,5,601.98,2.4849066497880004,1.791759469228055,6.401884028681278,Trung_binh,2
12656,17,5,4051.17,2.8903717578961645,1.791759469228055,8.30700781907883,Cao,0
12657,11,4,1643.18,2.4849066497880004,1.6094379124341005,7.4049970586737315,Cao,2
12658,19,1,686.05,2.995732273553991,0.6931471805599453,6.532407069777784,Trung_binh,2
12659,30,1,91.68,3.4339872044851463,0.6931471805599453,4.529152699564175,Thap,1
12660,11,1,245.1,2.4849066497880004,0.6931471805599453,5.50573795739701,Thap,2
12662,1,11,3849.78,0.6931471805599453,2.4849066497880004,8.256031004164345,Cao,0
12664,8,9,4881.88,2.19722457733622,2.302585092994046,8.49349048870337,Cao,0
12665,325,1,63.0,5.786897381366708,0.6931471805599453,4.158883083359672,Thap,1
12667,58,1,620.13,4.07753744390572,0.6931471805599453,6.431540399799522,Trung_binh,1
12668,12,4,3807.15,2.5649493574615367,1.6094379124341005,8.244898785891763,Cao,0
12669,151,3,2744.03,5.0238805208462765,1.3862943611198906,7.917547282845659,Cao,2
12670,10,5,2996.05,2.3978952727983707,1.791759469228055,8.005383750527514,Cao,0
12672,330,1,225.9,5.802118375377063,0.6931471805599453,5.424509391785796,Thap,1
12673,5,2,610.52,1.791759469228055,1.0986122886681098,6.415947661051908,Trung_binh,2
12674,39,4,1970.6,3.688879454113936,1.6094379124341005,7.586600674831223,Cao,2
12676,25,6,1331.39,3.258096538021482,1.9459101490553128,7.194729601037682,Cao,2
12678,42,12,17628.46,3.7612001156935615,2.5649493574615367,9.7773266453142,Cao,0
12679,59,4,1113.02,4.0943445622221,1.6094379124341005,7.015730373647435,Trung_binh,2
12680,1,4,862.81,0.6931471805599453,1.6094379124341005,6.761352837213469,Trung_binh,2
12681,15,22,13787.54,2.772588722239781,3.1354942159291497,9.531593091360708,Cao,0
12682,4,31,12279.82,1.6094379124341005,3.4657359027997265,9.415793974716063,Cao,0
12683,4,15,8476.57,1.6094379124341005,2.772588722239781,9.045179131116988,Cao,0
12684,8,7,2283.63,2.19722457733622,2.079441541679836,7.733959364615189,Cao,0
12685,28,6,2863.08,3.367295829986474,1.9459101490553128,7.960002460651312,Cao,0
12686,372,1,89.14,5.921578419643816,0.6931471805599453,4.501364017262502,Thap,1
12688,114,1,4873.81,4.74493212836325,0.6931471805599453,8.491836408313453,Cao,2
12689,26,2,1247.61,3.295836866004329,1.0986122886681098,7.1297862115656185,Cao,2
12690,206,1,389.01,5.332718793265369,0.6931471805599453,5.966172379820607,Trung_binh,1
12691,28,6,1035.8,3.367295829986474,1.9459101490553128,6.94389432559801,Trung_binh,2
12693,127,4,855.91,4.852030263919617,1.6094379124341005,6.753332895580138,Trung_binh,2
12694,70,2,869.67,4.262679877041316,1.0986122886681098,6.769263030204804,Trung_binh,2
12695,7,4,582.1,2.079441541679836,1.6094379124341005,6.368358698228111,Trung_binh,2
12697,29,3,957.59,3.4011973816621555,1.3862943611198906,6.865463454791294,Trung_binh,2
12700,8,4,4939.99,2.19722457733622,1.6094379124341005,8.505320994961897,Cao,0
12701,80,2,797.71,4.394449154672439,1.0986122886681098,6.682997926190526,Trung_binh,2
12702,20,1,219.0,3.044522437723423,0.6931471805599453,5.393627546352362,Thap,1
12703,71,1,283.55,4.276666119016055,0.6931471805599453,5.650908985049133,Thap,1
12704,7,8,2340.84,2.079441541679836,2.19722457733622,7.758692224146705,Cao,0
12705,15,9,6868.29,2.772588722239781,2.302585092994046,8.834816031986259,Cao,0
12707,292,1,603.42,5.680172609017068,0.6931471805599453,6.404269320519532,Trung_binh,1
12708,30,10,2712.91,3.4339872044851463,2.3978952727983707,7.906145678459555,Cao,0
12709,15,15,9706.52,2.772588722239781,2.772588722239781,9.180656121866384,Cao,0
12710,97,3,1149.02,4.584967478670572,1.3862943611198906,7.047534612510416,Trung_binh,2
12712,29,13,4396.13,3.4011973816621555,2.6390573296152584,8.388707334356674,Cao,0
12713,1,1,848.55,0.6931471805599453,0.6931471805599453,6.744706797531768,Trung_binh,2
12714,9,5,4708.86,2.302585092994046,1.791759469228055,8.45741346257719,Cao,0
12715,106,1,343.36,4.672828834461906,0.6931471805599453,5.841687621789754,Thap,1
12716,4,2,1053.49,1.6094379124341005,1.0986122886681098,6.960812516706486,Trung_binh,2
12717,151,2,1030.98,5.0238805208462765,1.0986122886681098,6.939234566008755,Trung_binh,1
12718,71,1,238.25,4.276666119016055,0.6931471805599453,5.477509030333064,Thap,1
12719,5,2,644.95,1.791759469228055,1.0986122886681098,6.47072210140631,Trung_binh,2
12720,3,25,5781.73,1.3862943611198906,3.258096538021482,8.662631168498326,Cao,0
12721,32,6,2656.13,3.49650756146648,1.9459101490553128,7.885001871924596,Cao,2
12722,85,4,997.63,4.454347296253507,1.6094379124341005,6.906384339674138,Trung_binh,2
12723,4,5,725.07,1.6094379124341005,1.791759469228055,6.587646428909591,Trung_binh,2
12724,5,4,1031.41,1.791759469228055,1.6094379124341005,6.9396511539657,Trung_binh,2
12725,371,1,427.8,5.918893854273146,0.6931471805599453,6.060990609756592,Trung_binh,1
12726,28,7,2609.1,3.367295829986474,2.079441541679836,7.867143813759015,Cao,0
12727,11,7,3980.7,2.4849066497880004,2.079441541679836,8.2894641427604,Cao,0
12728,71,4,836.33,4.276666119016055,1.6094379124341005,6.7302182580203365,Trung_binh,2
12729,114,1,453.01,4.74493212836325,0.6931471805599453,6.118119224230488,Trung_binh,1
12731,24,12,18895.91,3.218875824868201,2.5649493574615367,9.846753695617958,Cao,0
